15/06/2023
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
541161	KBC GLOBAL LIMITED	6656.77941
541163	Sandhar Technologies Limited	601.90708
541167	YASHO INDUSTRIES LIMITED	113.99200
541178	Benara Bearings and Pistons Li	177.07288
541179	ICICI Securities Limited	3229.33740
541195	Mishra Dhatu Nigam Limited	1873.40000
541196	Lex Nimble Solutions Limited	41.90000
541206	Orissa Bengal Carrier Limited	210.82790
541228	Taylormade Renewables Limited	98.24848
541233	Lemon Tree Hotels Limited	7922.46464
541269	Chemfab Alkalis Ltd	141.82002
541276	HARDWYN INDIA LIMITED	2616.63570
541299	DR LALCHANDANI LABS LIMITED	43.33068
541300	IndInfravit Trust	10424.11177
541301	Orient Electric Limited	2133.65899
541302	Dhruv Consultancy Services Lim	150.96000
541303	Akshar Spintex Limited	249.99000
541304	Indo US Bio-Tech Limited	100.26000
541336	IndoStar Capital Finance Limit	1240.10329
541337	Milestone Furniture Limited	92.97000
541338	U. H. ZAVERI LIMITED	101.94000
541347	Parvati Sweetners and Power Lt	1491.43817
541352	Megastar Foods Limited	100.03700
541353	Innovators Facade Systems Limi	188.67808
541358	UNIFINZ CAPITAL INDIA LIMITED	31.40000
541400	ZIM Laboratories Limited	487.25814
541401	Arihant Institute Limited	94.05006
541402	Affordable Robotic & Automatio	101.79600
541403	Dollar Industries Limited	567.16120
541418	NAKODA GROUP OF INDUSTRIES LIM	111.34500
541444	Palm Jewels Limited	100.40960
541445	Waa Solar Limited	132.66764
541450	Adani Green Energy Limited	15840.32478
541503	Unick Fix-A- Form and Printers	54.85000
541540	SOLARA ACTIVE PHARMA SCIENCES	359.96267
541545	TALWALKARS HEALTHCLUBS LIMITED	310.04856
541546	GAYATRI HIGHWAYS LTD	2396.51900
541556	RITES Limited	2403.01887
541557	Fine Organic Industries Limite	306.59976
541578	Varroc Engineering Limited	1527.86400
541601	Rajnish Wellness Limited	7684.74660
541627	HI-TECH WINDING SYSTEMS LIMITE	48.57900
541633	Sophia Traexpo Limited	51.00000
541634	Raw Edge Industrial Solutions	100.58400
541700	TCNS Clothing Co. Limited	631.60918
541701	Supershakti Metaliks Limited	115.25278
541702	Ashnisha Industries Limited	990.00000
541703	Ganesh Films India Limited	30.07684
541729	HDFC Asset Management Company	2134.69480
541735	Vivanta Industries Limited	1000.00000
541741	Tinna Trade Limited	85.64750
541770	CreditAccess Grameen Ltd.	1589.11029
541771	AMIN TANNERY LIMITED	1079.73360
541778	Deep Polymers Limited	230.32800
541799	Sungold Media and Entertainmen	110.00000
541865	Add-Shop E-Retail Limited	283.12956
541890	Space Incubatrics Technologies	346.09176
541929	Synergy Green Industries Limit	141.30000
541945	Ranjeet Mechatronics Limited	65.99980
541956	IRCON International Ltd	9405.15740
541967	SKY GOLD LIMITED	107.43880
541973	Mac Hotels Limited	30.00000
541974	Manorama Industries Limited	119.19810
541983	Innovative Ideals and Services	113.80169
541988	AAVAS Financiers Limited	790.85693
541999	GENERA AGRI CORP LTD	89.96100
542002	DEVOTED CONSTRUCTION LIMITED	30.01080
542011	Garden Reach Shipbuilders & En	1145.52000
542012	A-1 Acid Limited	115.00000
542013	Dolfin Rubbers Limited	100.29892
542019	Shubham Polyspin Limited	121.22000
542020	AKI India Limited	133.86099
542025	Sun Retail Limited	1551.68000
542034	S. M. Gold Limited	100.37512
542046	VIVID MERCANTILE LIMITED	100.25640
542057	BCPL Railway Infrastructure Li	167.23638
542066	ADANI TOTAL GAS LIMITED	10998.10083
542117	Netripples Software Limited	68.16900
542123	The Phosphate Company Limited	36.07480
542141	Techno Electric & Engineering	1076.19019
542145	Roni Households Limited	52.02946
542146	Shree Krishna Infrastructure L	105.00000
542155	Diksha Greens Limited	98.67290
542176	Aryan Share & Stock Brokers Lt	30.00000
542206	NIVAKA FASHIONS LIMITED	1026.90000
542216	DALMIA BHARAT LIMITED	1874.80361
542231	Nila Spaces Ltd	3938.89200
542232	Shankar Lal Rampal Dye-Chem Li	639.66780
542233	Trejhara Solutions Limited	118.16298
542248	Deccan Health Care Limited	170.43180
542285	Axita Cotton Limited	1965.60000
542323	KPI Green Energy Limited	361.34000
542332	Hi-Klass Trading and Investmen	62.12400
542333	RPSG VENTURES LIMITED	295.11409
542337	Spencer's Retail Limited	901.32009
542351	Gloster Ltd	109.43260
542367	Xelpmoc Design and Tech Limite	145.28413
542376	SPA Capital Services Limited	30.74225
542377	Aar Shyam India Investment Com	30.00000
542383	Ritco Logistics Limited	244.76618
542399	Chalet Hotels Limited	2050.24864
542437	Anmol India Limited	113.82830
542446	Jonjua Overseas Limited	67.16389
542459	Kranti Industries Limited	105.62400
542460	The Anup Engineering Ltd	99.06150
542477	Gleam Fabmat Limited	100.18000
542484	Arvind Fashions Limited	1328.00863
542503	Mahip Industries Limited	192.39984
542524	AMBASSADOR INTRA HOLDINGS LIMI	20.90834
542543	India Infrastructure Trust	6640.00000
542544	Jyot International Marketing L	31.21900
542579	Ashapuri Gold Ornament Limited	249.98600
542580	Aartech Solonics Limited	105.90125
542592	Humming Bird Education Limited	6.13000
542597	MSTC Limited	704.00000
542599	Roopshri Resorts Limited	58.36020
542602	Embassy Office Parks REIT	9478.93743
542627	Chandni Machines Limited	32.27433
542628	Northern Spirits Limited	160.51200
542641	Cox & Kings Financial Service	728.54454
542649	Rail Vikas Nigam Limited	20850.20100
542650	Metropolis Healthcare Limited	512.10822
542651	KPIT Technologies Ltd	2741.43808
542652	Polycab India Limited	1497.69718
542653	JINAAM’S DRESS LIMITED	222.82000
542654	V R FILMS & STUDIOS LIMITED	13.72000
542655	VIKAS LIFECARE LIMITED	14369.33560
542665	Neogen Chemicals Limited	249.39316
542666	G. K. P. Printing & Packaging	219.98832
542667	White Organic Retail Limited	327.24000
542668	EVANS ELECTRIC LIMITED	27.44000
542669	BMW INDUSTRIES LIMITED	2250.86460
542670	Artemis Electricals and Projec	2510.36900
542677	Mahesh Developers Limited	41.52000
542678	Cian Healthcare Limited	249.95764
542679	Dhanashree Electronics Limited	141.90000
542682	Harish Textile Engineers Limit	33.36000
542683	Suich Industries Limited	152.44200
542684	Prakash Pipes Limited	239.18354
542685	Digicontent Limited	581.87078
542694	Parshva Enterprises Limited	100.49749
542721	Anand Rayons Limited	149.84721
542724	Earum Pharmaceuticals Limited	616.79100
542725	SBC EXPORTS LIMITED	2116.40000
542726	IndiaMART InterMESH Limited	306.14574
542727	City Pulse Multiplex Limited	33.18033
542728	SK International Export Limite	73.31954
542729	DCM NOUVELLE LIMITED	186.77749
542752	Affle (India) Limited	1332.51060
542753	SEACOAST SHIPPING SERVICES LIM	3366.75000
542759	Spandana Sphoorty Financial Li	709.93389
542760	STERLING AND WILSON RENEWABLE	1896.93333
542765	Transpact Enterprises Limited	3.86730
542770	Alphalogic Techsys Limited	351.42767
542771	Novateor Research Laboratories	48.34170
542772	360 ONE WAM LIMITED	3568.34970
542773	IIFL Securities Limited	3056.14051
542774	MUFIN GREEN FINANCE LIMITED	503.31724
542801	Misquita Engineering Limited	26.94000
542802	Galactico Corporate Services L	1490.11330
542803	Vaxfab Enterprises Limited	84.00000
542812	Gujarat Fluorochemicals Limite	1098.50000
542830	Indian Railway Catering & Tour	8000.00000
542850	GOBLIN INDIA LIMITED	129.43876
542851	Gensol Engineering Limited	122.18916
542852	Vishwaraj Sugar Industries Lim	1877.80000
542857	Greenpanel Industries Limited	1226.27395
542862	Shahlon Silk Industries Limite	893.02450
542864	MOUNT HOUSING AND INFRASTRUCTU	30.28700
542865	Anuroop Packaging Limited	106.63000
542866	COLAB CLOUD PLATFORMS LIMITED	102.00000
542867	CSB Bank Limited	1734.85827
542904	Ujjivan Small Finance Bank Lim	19547.50931
542905	Hindware Home Innovation Limit	722.96395
542906	Easun Capital Markets Limited	52.29209
542907	Prince Pipes and Fittings Limi	1105.61079
542910	Valencia Nutrition Limited	55.85341
542911	Assam Entrade Limited	14.39790
542918	Gian Life Care Limited	103.41524
542919	Artemis Medicare Services Limi	1358.27900
542920	SUMITOMO CHEMICAL INDIA LIMITE	4991.45736
542923	Tranway Technologies Limited	105.98800
542924	Janus Corporation Limited	133.91000
542931	Vardhan Capital & Finance Limi	43.48600
542932	Birla Tyres Limited	1425.90079
542933	UNIVERSUS PHOTO IMAGINGS LIMIT	109.46604
542934	Chandra Bhagat Pharma Limited	75.45056
542935	ICL Organic Dairy Products Lim	60.01696
542938	Octavius Plantations Limited	30.00000
543064	SUVEN PHARMACEUTICALS LIMITED	2545.64956
543065	SM Auto Stamping Limited	142.87832
543066	SBI CARDS AND PAYMENT SERVICES	9462.38849
543171	RO Jewels Limited	504.46335
543172	Cospower Engineering Limited	15.00000
543187	HITACHI ENERGY INDIA LIMITED	423.81675
543193	DJ Mediaprint & Logistics Limi	108.27840
543194	Nirmitee Robotics India Limite	36.01188
543207	Natural Biocon (India) Limited	113.72800
543208	REGIS INDUSTRIES LIMITED	162.07600
543209	Billwin Industries Limited	21.30724
543210	Aarti Surfactants Limited	75.84477
543211	BONLON INDUSTRIES LIMITED	141.83358
543212	Borosil Limited	1144.26183
543213	ROSSARI BIOTECH LIMITED	551.55486
543214	NDR Auto Components Limited	59.46326
543217	Mindspace Business Parks REIT	5930.18182
543218	SURATWWALA BUSINESS GROUP LIMI	173.41644
543220	Max Healthcare Institute Limit	9714.17233
543222	Trekkingtoes.com Limited	16.02312
543223	Max India Limited	430.29009
543225	Data Infrastructure Trust	26030.00000
543227	Happiest Minds Technologies Li	1468.63556
543228	Route Mobile Limited	624.43217
543229	Samrat Forgings Limited	50.00000
543230	Advait Infratech Limited	102.00000
543231	Archidply Decor Limited	55.66250
543232	Computer Age Management Servic	490.12680
543233	Chemcon Speciality Chemicals L	366.30701
543234	Secmark Consultancy Limited	103.70500
543235	ANGEL ONE LIMITED	838.12756
543236	Atam Valves Limited	105.48000
543237	Mazagon Dock Shipbuilders Limi	2016.90000
543238	UTI Asset Management Company L	1269.83696
543239	G M Polyplast Limited	134.59600
543240	Likhitha Infrastructure Limite	394.50000
543241	Veer Global Infraconstruction	81.21710
543242	Hemisphere Properties India Li	2850.00000
543243	Equitas Small Finance Bank Lim	11115.47099
543244	Shine Fashions (India) Limited	27.98000
543245	Gland Pharma Limited	1647.00823
543247	Net Pix Shorts Digital Media L	32.00060
543248	Restaurant Brands Asia Limited	4945.54349
543249	TARC LIMITED	2950.96335
543251	Ravinder Heights Limited	612.50746
543252	Fairchem Organics Limited	130.20902
543253	Mrs. Bectors Food Specialities	588.17474
543254	Antony Waste Handling Cell Lim	282.87170
543256	RITA FINANCE AND LEASING LIMIT	100.00000
543257	Indian Railway Finance Corpora	130685.06000
543258	Indigo Paints Limited	475.88282
543259	Home First Finance Company Ind	881.08094
543260	STOVE KRAFT LIMITED	330.30395
543261	Brookfield India Real Estate T	3350.87073
543262	MRP Agro Limited	29.79090
543263	SMC Global Securities Limited	1047.00000
543264	Nureca Limited	100.00175
543265	RailTel Corporation of India L	3209.38407
543266	Heranba Industries Limited	400.13467
543267	Davangere Sugar Company Limite	940.84462
543268	DRC Systems India Limited	439.02060
543269	Adjia Technologies Limited	8.80400
543270	MTAR Technologies Limited	307.59591
543271	Jubilant Ingrevia Limited	1592.81139
543272	Easy Trip Planners Limited	17383.20000
543273	Knowledge Marine & Engineering	108.01000
543274	SUUMAYA CORPORATION LIMITED	247.23024
543275	Anupam Rasayan India Limited	1075.38864
543276	Craftsman Automation Limited	211.28311
543277	Laxmi Organic Industries Limit	2651.76208
543278	Kalyan Jewellers India Limited	10300.53057
543279	Suryoday Small Finance Bank Li	1061.58749
543280	Nazara Technologies Limited	661.74092
543281	Suvidhaa Infoserve Limited	2074.48690
543282	Niks Technology Limited	3.63200
543283	BARBEQUE-NATION HOSPITALITY LI	389.78801
543284	EKI Energy Services Limited	275.13273
543285	Rajeshwari Cans Limited	52.46000
543286	Jetmall Spices and Masala Limi	59.92900
543287	Macrotech Developers Limited	9636.11094
543288	Deep Industries Limited	640.00000
543289	Kuberan Global Edu Solutions L	21.06536
543290	POWERGRID Infrastructure Inves	9099.99200
543297	Inox Wind Energy Limited	112.21127
543298	Vineet Laboratories Limited	92.19008
543299	Shyam Metalics and Energy Limi	2550.80688
543300	Sona BLW Precision Forgings Li	5854.15582
543305	Navoday Enterprises Limited	77.08000
543306	Dodla Dairy Limited	594.92735
543308	Krishna Institute of Medical S	800.27787
543309	Adeshwar Meditex Limited	144.31426
543310	Times Green Energy (India) Lim	16.64000
543311	India Pesticides Limited	1151.63508
543312	Focus Business Solution Limite	22.22000
543317	G R Infraprojects Limited	966.89010
543318	Clean Science and Technology L	1062.38572
543319	AA Plus Tradelink Limited	81.64800
543320	Zomato Limited	85791.87036
543321	Tatva Chintan Pharma Chem Limi	221.65062
543322	Glenmark Life Sciences Limited	1225.27172
543324	Gretex Corporate Services Limi	102.36105
543325	Rolex Rings Limited	272.33312
543327	Exxaro Tiles Limited	447.41070
543328	Krsnaa Diagnostics Limited	313.97613
543329	Windlas Biotech Limited	208.58219
543330	Devyani International Limited	12054.48878
543331	Meghmani Organics Limited	2543.14211
543332	Meghmani Finechem Limited	415.50158
543333	CarTrade Tech Limited	468.49317
543334	Nuvoco Vistas Corporation Limi	3571.56153
543335	Aptus Value Housing Finance In	4980.67751
543336	Chemplast Sanmar Limited	1581.09574
543341	SHARPLINE BROADCAST LIMITED	115.00000
543346	Aashka Hospitals Limited	234.00000
543349	Ami Organics Limited	364.37062
543350	Vijaya Diagnostic Centre Limit	1020.71175
543351	Naapbooks Limited	30.06600
543352	PlatinumOne Business Services	15.82400
543358	Sansera Engineering Limited	533.26662
543363	Prevest Denpro Limited	120.03000
543364	Markolines Pavement Technologi	191.07520
543366	SBL Infratech Limited	8.11270
543367	Paras Defence and Space Techno	390.00061
543372	Getalong Enterprise Limited	18.28400
543373	Shri Venkatesh Refineries Limi	110.59664
543374	Aditya Birla Sun Life AMC Limi	2880.23586
543375	Promax Power Limited	95.00000
543376	Samor Reality Limited	215.00000
543377	Adishakti Loha and Ispat Limit	45.58000
543378	CWD Limited	36.11400
543384	FSN E-Commerce Ventures Limite	28526.85620
543385	National Highways Infra Trust	7264.05200
543386	Fino Payments Bank Limited	832.14302
543387	S.J.S. Enterprises Limited	304.37904
543389	Sigachi Industries Limited	307.42500
543390	PB Fintech Limited	4501.16349
543391	Suyog Gurbaxani Funicular Rope	248.62222
543396	One 97 Communications Limited	6341.78681
543397	Sapphire Foods India Limited	635.77281
543398	Latent View Analytics Limited	2049.01506
543399	Tarsons Products Limited	532.06281
543400	Omnipotent Industries Limited	60.50000
543401	Go Fashion (India) Limited	540.08984
543410	DMR Hydroengineering & Infrast	37.26200
543411	HI-TECH PIPES LIMITED	1298.11000
543412	Star Health and Allied Insuran	5819.83308
543413	Tega Industries Limited	663.54112
543415	Anand Rathi Wealth Limited	416.88247
543416	Zodiac Energy Limited	146.33440
543417	RateGain Travel Technologies L	1083.17192
543419	Shriram Properties Limited	1700.18157
543420	Jet Freight Logistics Limited	464.03784
543425	C.E. Info Systems Limited	536.60772
543426	Metro Brands Limited	2717.34261
543427	Medplus Health Services Limite	1193.05676
543428	Data Patterns (India) Limited	559.83969
543433	HP Adhesives Limited	183.74947
543434	Supriya Lifescience Limited	804.82800
543435	CLARA INDUSTRIES LIMITED	24.80980
543436	Wherrelz IT Solutions Limited	3.89600
543439	Brandbucket Media & Technology	105.03000
543441	CMS Info Systems Limited	1544.00078
543442	Brand Concepts Limited	105.82800
543443	Ascensive Educare Limited	32.09116
543444	Fabino Life Sciences Limited	21.00000
543449	WONDER ELECTRICALS LIMITED	134.00800
543451	AGS TRANSACT TECHNOLOGIES LIMI	1214.03076
543453	ALKOSIGN LIMITED	54.45000
543458	Adani Wilmar Limited	12996.78605
543460	Quality RO Industries Limited	25.50000
543461	Safa Systems & Technologies Li	150.77550
543462	DEV INFORMATION TECHNOLOGY LIM	221.18460
543463	Vedant Fashions Limited	2427.82320
543464	Maruti Interior Products Limit	75.50000
543470	SoftTech Engineers Limited	101.56020
543475	Ekennis Software Service Limit	14.00000
543482	Eureka Forbes Limited	1933.91115
543489	Gateway Distriparks Limited	4996.43836
543490	GMR Power and Urban Infra Limi	6035.94528
543497	Bhatia Colour Chem Limited	122.33750
543498	Motherson Sumi Wiring India Li	44211.07932
543499	Achyut Healthcare Limited	140.17500
543500	Evoq Remedies Limited	136.00000
543512	Avro India Limited	100.87400
543513	Uma Exports Limited	338.09830
543514	Veranda Learning Solutions Lim	615.72051
543515	Sunrise Efficient Marketing Li	50.00000
543516	DHYAANI TILE AND MARBLEZ LIMIT	15.20000
543517	Hariom Pipe Industries Limited	276.18379
543518	Eighty Jewellers Limited	101.99241
543519	Shashwat Furnishing Solutions	20.88000
543520	Global Longlife Hospital and R	105.00000
543521	Fone4 Communications (India) L	170.50000
543522	Nanavati Ventures Limited	46.70000
543523	Campus Activewear Limited	3048.06328
543524	Rainbow Children's Medicare Li	1015.01687
543525	Silver Touch Technologies Limi	126.81000
543526	LIFE INSURANCE CORPORATION OF	63249.97701
543527	Prudent Corporate Advisory Ser	414.06680
543528	Venus Pipes & Tubes Limited	202.96110
543529	Delhivery Limited	7312.01197
543530	Paradeep Phosphates Limited	8144.97619
543531	Tierra Agrotech Limited	251.55165
543532	ETHOS LIMITED	233.49233
543533	eMudhra Limited	780.72371
543534	Aether Industries Limited	1245.10721
543535	We Win Limited	101.61000
543536	Silver Pearl Hospitality & Lux	78.53000
543537	Scarnose International Limited	31.50150
543538	Goel Food Products Limited	37.70400
543539	MODI’S NAVNIRMAN LIMITED	169.20000
543540	Pearl Green Clubs and Resorts	23.67500
543541	SAILANI TOURS N TRAVELS LIMITE	47.04000
543542	KESAR INDIA LIMITED	35.30400
543543	B-RIGHT REALESTATE LIMITED	103.31200
543544	JAYANT INFRATECH LIMITED	97.06686
543545	Veerkrupa Jewellers Limited	786.31520
543546	HEALTHY LIFE AGRITEC LIMITED	220.12000
543547	DDEV PLASTIKS INDUSTRIES LIMIT	940.72930
543573	Syrma SGS Technology Limited	1767.77842
543578	Olatech Solutions Limited	23.40000
543579	NATURO INDIABULL LIMITED	101.98048
543590	Rhetan TMT Limited	7968.75000
543591	DREAMFOLKS SERVICES LIMITED	530.25912
543593	Dhampur Bio Organics Limited	663.87590
543594	DIPNA PHARMACHEM LIMITED	119.70000
543595	EP BIOCOMPOSITES LIMITED	16.81500
543596	Tamilnad Mercantile Bank Limit	1583.51454
543597	Virtuoso Optoelectronics Limit	228.38656
543598	SHANTIDOOT INFRA SERVICES LIMI	17.98000
